cpu_usage,network_traffic,hour
33.43065343515001,755.942931405315,17
27.5475226186779,693.9457151113769,17
51.61193146808667,834.9163823340804,2
70.37487748481622,420.6564833593729,23
39.20344793041319,514.9847524965069,3
1.4553131265745756,738.7981279099347,4
95.24340877667584,964.318558545236,0
41.32800079250355,100.86924434166124,6
46.65878881118376,411.6846946611677,13
30.94893045860165,69.47518490050764,17
35.77111989602372,298.55110902481874,17
40.1010411796802,15.441467996101132,7
10.7358777253728,579.9360939125323,8
51.927824420292026,266.2535570692916,1
66.82218651673185,54.74188854475026,1
3.107843348156103,612.3727087310797,2
51.37605065029904,132.3427553087042,8
52.26854934228169,370.0340486751795,1
85.82490487053059,300.06739350097223,14
26.628321684589253,123.7220818153324,6
50.518165004151705,582.8675492526729,13
54.26805148712464,907.5736960056116,13
16.429365315543198,657.0761615219524,1
37.807270244292944,873.8116355674385,1
78.30701901559058,951.1457107497724,12
1.4367582715824834,486.0965117365419,1
62.17193229213449,361.2134448864568,13
30.641569766296428,261.52280786658577,14
86.97323654497383,193.28865046530865,17
81.73056283903612,634.2508612618109,21
59.50452022190528,181.7018529526352,9
95.31978261675508,527.6650523703935,19
48.11945152351824,9.870890261860945,17
76.05686953350592,374.1627916072664,1
51.78526118528931,569.9294561182157,19
38.11703862983856,54.2514551072264,17
78.15111903637666,355.1933413339024,19
44.7577976081371,618.7992039362897,21
40.55793040719157,347.7889482844644,5
61.905239563001146,388.3790688983128,10
76.25127588066333,88.02415724499868,17
40.98159823564145,281.6852514135311,6
72.01814246070658,545.3852400425941,15
12.849812786728354,859.7579112819852,4
24.366403538851657,380.5821676330573,9
30.084595557885415,444.7071767922679,20
37.88982397489497,994.0661371747456,2
5.215796202329958,711.5774061117371,10
71.99096129066926,942.5320834829444,20
50.98268193219355,870.6147386459211,7
2.275999361760128,936.4596495198992,18
18.87246858311121,516.4963941359131,8
38.5046584818851,294.21027272139145,8
88.13788471744812,21.38557360102922,19
77.51006933563535,733.2141971981474,4
92.87601875052523,475.1663475654309,10
83.56591971691199,973.0158854990044,6
6.078512885977649,970.3313329809972,1
18.578370574212155,878.2812656769696,5
21.181872950331247,523.1168907858362,17
86.76987619770648,755.3927489769335,3
80.03759303824658,280.3988977349685,7
71.1782940249886,179.4561719485982,14
4.768132079982124,943.530183275808,10
16.512809798965954,788.3213962503179,4
13.971188379538004,467.8888329692298,22
46.95355455000684,587.6612270834496,4
28.277416048823724,293.18625155291465,18
95.05683179033792,324.22692875273475,3
10.660435614225385,831.5194947071402,9
96.12174862735895,482.7827112576701,4
74.42132002363253,574.4774749603847,7
15.055853903411965,929.06615676901,18
83.61262879880348,700.3119528013607,10
4.330423920620408,93.43765335327292,1
42.96684635673943,205.8716277570114,12
1.1557240107120337,400.3764940759015,17
57.014986892316685,523.7366542508984,22
12.281099979048824,657.4445665240917,1
91.3923539884408,738.7280801338719,1
47.697328582005696,455.18739199068057,21
62.38827463978268,755.6051222519229,16
48.03291554372697,621.4488434919713,15
31.439997386377872,773.3346084282066,8
8.199734778526924,799.5698080401586,16
97.87495490390656,960.3835765584812,10
95.25324145284944,618.0680231744369,6
59.04756302558592,406.0966791551938,22
74.09847032396655,650.1056955972906,4
83.05826502590243,713.9622995379625,22
30.92068061153942,127.0656858513861,0
88.43967705517404,864.1693028428372,0
89.27660170503444,738.9670013923832,3
91.56108014816904,538.0982564983534,18
0.7414114322858767,448.46520840924296,18
28.00967617199481,65.67326677410456,1
98.91117768301348,869.7549685712254,9
40.703399424335394,799.7540785493482,10
47.770857243390985,726.7650424577278,6
61.90325116682756,859.9072926747807,12
87.24372873058964,436.83417097261537,7
90.02299564352832,116.11174792322343,0
7.898482988244682,562.9524509843208,16
45.56752381661467,174.59095606249818,10
60.41747566578011,223.79145861010485,0
3.631480908751483,555.644430772496,5
94.57620045595868,229.79555531272376,19
58.84613699262387,822.1359190515731,14
72.5413132711041,841.6882874616622,11
90.05198646218885,322.354938946826,15
25.895011786994004,493.05021539762186,23
46.21620120672052,646.4640646627058,14
8.721857668981725,981.5306135888164,22
5.630682179029711,419.4606645734813,17
80.4403903026933,945.806673882156,17
99.46135061389435,878.0927677118322,21
81.80755537455346,134.7618321342331,11
78.35770073353598,482.7124838114361,2
5.16824177394356,81.55384000528387,8
34.48058654711613,419.0279006999859,11
45.08923854531693,663.0000689020553,22
24.77230432333435,915.981282854967,19
77.17094264688494,974.7290539213182,14
58.46620886005135,25.0164779313804,1
99.78246770099284,452.1562390949566,11
65.22264262925987,908.800066786177,5
94.4821961318548,38.33892015730356,8
96.09098896115069,867.4311429901804,18
79.48935464000367,713.404707001047,18
54.83062615881824,652.877814299706,13
79.05058009241661,136.77769219563606,18
88.64237745157824,679.3262744676309,18
95.34442088110508,744.5909366152649,20
10.013550684292747,989.512494187778,17
9.86475972626426,497.5255440397651,0
31.12781464836364,229.14349785080037,2
20.73020800889884,64.83669462415209,14
19.512102489484363,2.6965957232628623,17
60.36461958556675,469.86010400321896,2
90.01515578355269,701.2906890363524,13
24.580446249192452,95.00852139561913,23
47.68388503103459,740.0508474528974,10
27.077956711077626,503.5678081415731,5
78.96142958252157,709.2720959042869,15
68.39516468102296,960.8140038088824,13
66.8357696672388,349.5686130547445,20
24.044488966350976,932.9141290604284,5
68.46099461264035,755.6548041276819,22
2.4199190663147463,223.8775695804398,23
74.18796405290345,88.34142620025665,16
43.62066931306228,706.2233374538221,8
97.5497969604786,651.0980686868511,0
35.89525790443117,107.67451955089768,8
81.35115255437894,985.3023540580592,12
80.6115105027564,933.2891703784284,19
82.40729686836784,584.5004385052735,3
33.03219359604371,537.7927700634269,9
77.39886012871307,711.0462463266736,12
84.71765105230236,72.3406292378167,15
83.34178482472674,418.42928189780525,8
88.49028473930375,106.50648238383698,21
58.16460370860303,753.6350407010825,4
98.89373184235671,329.05578739993945,11
61.45162818400372,209.04431506599508,0
91.58391877660851,863.9953715393733,4
73.3913812622514,806.3624794181123,17
37.06884895103133,997.3920760207352,15
89.35733728849645,782.7588526270131,13
16.255366338644418,574.3415729640949,14
60.11333550950189,43.17895794593374,0
91.69744196822978,174.54546945135962,5
16.23548186810372,745.4672892479166,9
2.8175575373421857,296.1264438143282,4
7.281533320652511,990.457500970941,23
81.2916849390479,188.08846078617947,8
27.950515271698865,129.16045059155056,14
50.86363234420621,78.76827372718198,16
12.505473314918769,240.20599118549455,17
66.92656974129505,811.2040207127309,13
90.01664267272169,589.5365142237054,21
49.06386096174159,41.98674588127249,0
89.6932443341256,386.1340702488578,21
66.89892668038829,49.71875507576973,19
44.97073093623462,180.43074534738977,11
87.49171704509735,251.41479045893036,8
94.17526424704116,636.9629989840544,0
42.65223651006323,473.5247545686545,5
86.30349067916227,180.03553717683428,3
39.47139453756328,897.3215065683565,2
86.75072295042062,190.38489054030617,17
90.02048194048821,811.3093913770132,20
13.77530324369005,68.4586239969791,19
88.8494958635159,872.1781450143346,21
91.76897011112784,329.0298170387865,14
62.2763017523042,535.9040825246425,19
4.129461325563932,409.2954087653297,11
17.65349734244108,188.628819829726,19
93.80998866704914,494.80998453804926,20
21.590213856476105,454.3064851895634,22
27.229956007060064,737.3999844304204,4
37.98939961279936,296.58239571141434,10
88.12395490433337,888.5106685205681,0
91.87136816532676,196.7887886474148,0
18.293112514709787,42.22467081843217,0
92.60388369964284,253.6979496147717,3
6.441337981138728,259.6476375731726,5
74.62820644630219,739.5897455945454,8
60.308803537064506,418.0901789065711,6
84.24101489145214,515.8864191918376,10
74.9175441749786,520.8082011991656,18
33.68109590120515,132.71682001207884,0
90.7846511131785,482.7967807988942,19
10.030972690660844,349.97704083986827,12
6.062709089521778,10.760691232421738,2
94.6803186101264,174.5727613886543,4
75.51706169321848,680.1029852931156,22
44.72370515861957,529.760696672318,20
41.26857290563207,125.8024026518374,17
18.142203829214733,492.362626397826,13
52.13395511333737,151.12242035475376,22
66.4064962475355,812.6000585891215,19
57.46169157987098,953.3145138918007,23
95.49913736486388,827.298174757417,21
74.6639648411368,490.52123510041554,21
61.278966612593365,600.904647871236,17
58.90433789284092,755.8985975549488,1
91.61302167905642,201.3682298395747,21
16.77709176780202,966.5051134796236,1
23.55059833569938,505.0797781042706,23
87.28895440861243,542.1896131753782,20
36.74803423173966,15.946586576839229,17
48.81917729758973,9.291341918248984,2
20.761094263173,874.0070965788319,14
81.58864447645632,369.99549871293937,19
88.72412071468774,223.5988860081809,5
28.6547786047043,681.0623657499143,6
49.12929876033887,349.77351720739625,17
63.7505077118358,738.4666220937282,11
42.35544405815769,513.8631781995203,6
85.23187531955436,434.13496243664326,20
73.42065518530416,272.462615232815,6
23.18381954688265,620.1457851457408,19
50.720169666033286,843.7575471970408,21
25.55473816115673,566.3744998371427,6
85.76856778490956,176.64336476332343,17
82.84994719784365,289.7895028684696,16
64.93922460759015,309.79172487919004,12
40.40956085967904,470.5811900419035,14
13.008875164602284,661.0939852635905,23
75.78999534631465,801.7535109698575,4
8.164886384296654,996.6623919982068,2
91.4048198993086,729.6808485507702,5
24.35066937443669,576.5589702370381,1
90.34859942730448,448.6871354134716,12
57.57620337141376,503.8581491582897,2
97.61943775947958,711.63712385932,11
60.95250799696459,490.3045666760145,20
74.79733732429557,484.511836950384,11
11.236814913587155,378.9446642804522,2
13.883838000724047,522.8870289008939,14
29.176009843134636,984.3632343415278,16
29.74736914800572,833.1535945130576,10
42.17395380680732,976.5783958989214,12
49.571960874525175,671.7028771163301,22
24.64111610453365,360.5442967073714,14
66.43281196530648,13.873620506640648,11
19.291883319334747,814.8809833418336,13
69.9856231123404,427.2270564905036,2
49.68271264230852,280.51151730053226,15
60.40908050205286,987.6187091448716,8
48.49044355814882,518.515687910536,18
77.17638479869426,616.1242900678548,23
54.80121412642416,189.90905267053648,10
69.37585870835993,339.41840070127824,12
77.27856257174702,771.1790592873406,11
26.484510502918667,982.7213972107407,8
51.40123404749792,312.89197483631847,3
16.81405732966914,423.3875548347428,14
15.561225809095603,53.42178016669985,17
87.51984222893931,937.9635506749036,14
42.57490023437084,109.90264250367431,11
87.55067647037221,720.0127707801661,7
89.84224854522415,480.841136262142,9
32.243545691661566,266.6971186256115,11
73.95718347618863,312.7485653733664,0
39.73652538414037,161.26458980293657,16
68.86254393965874,253.13937359302463,10
99.38662408609996,463.4756830959888,20
16.2136688867337,570.2093070158329,6
4.409632280879016,913.524793808214,15
47.61215289741044,656.6045686462172,3
53.649293949743424,827.2555409083087,16
29.179759299461505,29.46761634386874,12
8.975715231783965,406.8205562846933,9
97.79540325160488,846.3898111177712,20
72.05990380711471,608.9258922916281,16
96.91538369564768,813.1324367084761,13
40.195611767434045,573.5311150422456,2
79.51951209916476,644.0591042528041,13
38.728453571547405,479.3004312774909,13
27.75288993657332,812.2875338109482,16
70.21134351704093,382.8809120759012,4
12.140787498202265,35.027035129342906,15
13.998117176231853,36.81941051399984,6
98.93495900935936,897.5763977328,9
51.41588891347452,966.5628239319872,16
75.80676470521124,993.1722542314702,16
51.22121557423102,245.07992290249055,14
85.16040988628536,188.6985118840181,9
65.37291509834195,187.47379703940936,1
5.094461521819649,812.1849588023662,20
63.43106901136317,661.9179412366584,23
50.15320657256768,535.7808681587825,23
98.42002630329384,54.535881223436334,12
9.297751816747768,215.94929815724805,0
36.05152791923424,643.6082710423491,8
73.62805082109705,316.4664160535596,16
41.08083125947452,927.2686191012066,1
71.34060543333196,733.7984430384441,15
51.02028648094908,186.8647635769488,9
87.86865832127847,486.0543607879352,16
92.70094444032802,403.0561661663896,22
29.576323288298457,265.7720658953023,3
30.02390955203824,120.25436283928126,22
95.47035498925167,314.2227169966987,11
70.32817801101838,85.9466600187745,2
91.6065651376247,427.151035858235,14
29.548254007201656,690.6386196309082,2
45.63861662930485,140.18590157879262,0
90.54327800311307,277.816068829303,13
5.32681608516159,999.1961071459704,11
61.757903303688735,474.9488039828095,10
33.59712265934888,32.88651857791769,1
48.0471793864191,335.97303226452215,23
42.29673720670964,905.8477830135236,1
20.051704314126816,385.67675321362304,1
55.15916930484587,912.0820990378796,14
83.27611116101681,226.024147146646,17
61.31425070208084,722.8090710317786,1
46.57309547551781,408.3745546307031,7
